PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Delivery_Status,Negotiation_Savings,Total_Cost,Defect_Rate,Delivery_Time,Compliance_Status
PO-00296,Delta_Logistics,2023-05-13,2023-05-15,Raw Materials,Delivered,1783,16.96,15.8,295.0,Yes,Delivered,1.1600000000000001,28171.4,0.16545148625911385,2.0,Compliant
PO-00297,Alpha_Inc,2023-05-08,2023-05-22,Office Supplies,Partially Delivered,1489,107.02,93.3,0.0,Yes,Delivered,13.719999999999999,138923.69999999998,0.0,14.0,Compliant
PO-00298,Alpha_Inc,2022-08-07,2022-08-10,Office Supplies,Delivered,296,40.38,35.25,0.0,Yes,Delivered,5.130000000000003,10434.0,0.0,3.0,Compliant
PO-00299,Epsilon_Group,2023-02-15,2023-02-27,MRO,Delivered,885,88.28,80.8,31.0,Yes,Delivered,7.480000000000004,71508.0,0.03502824858757062,12.0,Compliant
PO-00300,Epsilon_Group,2022-03-02,2022-03-06,Raw Materials,Pending,1512,33.25,30.15,53.0,Yes,Delivered,3.1000000000000014,45586.799999999996,0.03505291005291005,4.0,Compliant
PO-00301,Delta_Logistics,2022-06-18,2022-06-26,Office Supplies,Delivered,252,73.12,67.64,0.0,No,Delivered,5.480000000000004,17045.28,0.0,8.0,Non-Compliant
PO-00302,Alpha_Inc,2023-01-24,,Electronics,Cancelled,1257,83.13,81.89,30.0,Yes,Not Delivered,1.2399999999999949,102935.73,0.02386634844868735,,Compliant
PO-00303,Alpha_Inc,2022-01-03,2022-01-20,Packaging,Delivered,172,63.61,55.92,4.0,Yes,Delivered,7.689999999999998,9618.24,0.023255813953488372,17.0,Compliant
PO-00304,Epsilon_Group,2023-02-04,2023-02-05,Packaging,Pending,450,55.85,49.88,9.0,Yes,Delivered,5.969999999999999,22446.0,0.02,1.0,Compliant
PO-00305,Gamma_Co,2022-09-29,2022-10-15,Electronics,Delivered,816,48.95,43.42,45.0,Yes,Delivered,5.530000000000001,35430.72,0.05514705882352941,16.0,Compliant
PO-00306,Epsilon_Group,2023-04-11,2023-04-25,Packaging,Delivered,343,44.5,38.57,7.0,Yes,Delivered,5.93,13229.51,0.02040816326530612,14.0,Compliant
PO-00307,Gamma_Co,2022-10-20,2022-11-05,MRO,Delivered,329,97.87,85.35,21.0,No,Delivered,12.52000000000001,28080.149999999998,0.06382978723404255,16.0,Non-Compliant
PO-00308,Alpha_Inc,2023-03-10,2023-03-25,Electronics,Delivered,1910,90.69,85.8,0.0,Yes,Delivered,4.890000000000001,163878.0,0.0,15.0,Compliant
PO-00309,Epsilon_Group,2023-12-15,2023-12-18,MRO,Delivered,933,107.99,104.29,29.0,Yes,Delivered,3.6999999999999886,97302.57,0.031082529474812434,3.0,Compliant
PO-00310,Delta_Logistics,2023-07-24,2023-07-29,Raw Materials,Delivered,1683,23.09,21.88,253.0,Yes,Delivered,1.2100000000000009,36824.04,0.1503267973856209,5.0,Compliant
PO-00311,Beta_Supplies,2023-11-09,2023-11-18,Packaging,Pending,247,84.11,71.97,0.0,Yes,Delivered,12.14,17776.59,0.0,9.0,Compliant
PO-00312,Alpha_Inc,2023-05-14,2023-06-02,MRO,Delivered,1031,102.01,98.65,0.0,Yes,Delivered,3.3599999999999994,101708.15000000001,0.0,19.0,Compliant
PO-00313,Alpha_Inc,2022-06-08,2022-06-19,Packaging,Delivered,1980,26.97,24.16,41.0,Yes,Delivered,2.8099999999999987,47836.8,0.02070707070707071,11.0,Compliant
PO-00314,Epsilon_Group,2022-07-14,2022-08-03,Raw Materials,Delivered,1584,16.46,14.2,57.0,Yes,Delivered,2.2600000000000016,22492.8,0.03598484848484849,20.0,Compliant
PO-00315,Beta_Supplies,2022-10-31,2022-11-15,Office Supplies,Delivered,801,80.15,70.91,0.0,Yes,Delivered,9.240000000000009,56798.909999999996,0.0,15.0,Compliant
PO-00316,Beta_Supplies,2022-08-11,2022-08-25,Packaging,Delivered,193,63.86,57.46,0.0,Yes,Delivered,6.399999999999999,11089.78,0.0,14.0,Compliant
PO-00317,Beta_Supplies,2022-03-01,2022-03-05,Raw Materials,Delivered,658,86.62,79.85,72.0,Yes,Delivered,6.77000000000001,52541.299999999996,0.1094224924012158,4.0,Compliant
PO-00318,Epsilon_Group,2023-08-17,2023-09-04,Electronics,Delivered,1274,24.72,23.36,37.0,Yes,Delivered,1.3599999999999994,29760.64,0.029042386185243328,18.0,Compliant
PO-00319,Epsilon_Group,2023-07-10,2023-07-17,Packaging,Partially Delivered,1197,88.92,78.82,31.0,Yes,Delivered,10.100000000000009,94347.54,0.025898078529657476,7.0,Compliant
PO-00320,Gamma_Co,2022-03-04,2022-03-12,Electronics,Delivered,236,28.43,28.11,11.0,Yes,Delivered,0.3200000000000003,6633.96,0.046610169491525424,8.0,Compliant
PO-00321,Gamma_Co,2022-11-18,2022-12-03,Raw Materials,Partially Delivered,1399,25.97,22.19,62.0,Yes,Delivered,3.7799999999999976,31043.81,0.04431736954967834,15.0,Compliant
PO-00322,Gamma_Co,2022-02-28,2022-03-04,Electronics,Delivered,513,24.91,22.58,29.0,Yes,Delivered,2.330000000000002,11583.539999999999,0.056530214424951264,4.0,Compliant
PO-00323,Delta_Logistics,2022-02-21,2022-03-04,MRO,Delivered,1422,83.73,76.47,198.0,Yes,Delivered,7.260000000000005,108740.34,0.13924050632911392,11.0,Compliant
PO-00324,Alpha_Inc,2023-08-22,2023-09-03,Office Supplies,Delivered,1844,76.51,73.05,0.0,Yes,Delivered,3.460000000000008,134704.19999999998,0.0,12.0,Compliant
PO-00325,Gamma_Co,2023-05-04,,Electronics,Delivered,709,61.64,54.55,41.0,Yes,Not Delivered,7.090000000000003,38675.95,0.05782792665726375,,Compliant
PO-00326,Delta_Logistics,2023-05-30,2023-06-15,MRO,Delivered,813,45.68,41.78,0.0,No,Delivered,3.8999999999999986,33967.14,0.0,16.0,Non-Compliant
PO-00327,Delta_Logistics,2023-06-28,2023-07-01,Office Supplies,Delivered,1004,96.51,92.9,146.0,No,Delivered,3.6099999999999994,93271.6,0.1454183266932271,3.0,Non-Compliant
PO-00328,Epsilon_Group,2022-06-11,2022-06-15,Raw Materials,Delivered,452,46.45,40.39,9.0,Yes,Delivered,6.060000000000002,18256.28,0.01991150442477876,4.0,Compliant
PO-00329,Beta_Supplies,2022-02-28,2022-03-12,Raw Materials,Pending,1419,83.91,71.46,137.0,Yes,Delivered,12.450000000000003,101401.73999999999,0.09654686398872446,12.0,Compliant
PO-00330,Beta_Supplies,2023-06-05,2023-06-23,Packaging,Delivered,1584,53.73,51.92,167.0,No,Delivered,1.8099999999999952,82241.28,0.10542929292929293,18.0,Non-Compliant
PO-00331,Gamma_Co,2022-03-24,2022-04-11,MRO,Pending,196,44.36,43.81,6.0,Yes,Delivered,0.5499999999999972,8586.76,0.030612244897959183,18.0,Compliant
PO-00332,Alpha_Inc,2022-07-10,2022-07-14,Office Supplies,Delivered,1221,53.19,46.18,29.0,Yes,Delivered,7.009999999999998,56385.78,0.02375102375102375,4.0,Compliant
PO-00333,Alpha_Inc,2022-03-12,2022-03-26,Packaging,Delivered,913,37.5,36.2,0.0,Yes,Delivered,1.2999999999999972,33050.600000000006,0.0,14.0,Compliant
PO-00334,Alpha_Inc,2023-09-02,2023-09-04,Packaging,Delivered,1784,85.01,76.69,37.0,Yes,Delivered,8.320000000000007,136814.96,0.020739910313901346,2.0,Compliant
PO-00335,Delta_Logistics,2022-03-11,,Raw Materials,Delivered,1893,55.8,52.35,0.0,Yes,Not Delivered,3.4499999999999957,99098.55,0.0,,Compliant
PO-00336,Delta_Logistics,2023-11-23,2023-12-05,Electronics,Pending,538,34.3,32.25,84.0,No,Delivered,2.049999999999997,17350.5,0.15613382899628253,12.0,Non-Compliant
PO-00337,Delta_Logistics,2022-08-29,2022-09-15,Office Supplies,Pending,978,94.15,87.7,149.0,No,Delivered,6.450000000000003,85770.6,0.1523517382413088,17.0,Non-Compliant
PO-00338,Epsilon_Group,2023-02-18,2023-03-06,Raw Materials,Cancelled,1713,47.45,42.05,53.0,Yes,Delivered,5.400000000000006,72031.65,0.030939871570344425,16.0,Compliant
PO-00339,Delta_Logistics,2022-05-03,2022-05-07,Raw Materials,Pending,600,60.1,57.92,95.0,No,Delivered,2.1799999999999997,34752.0,0.15833333333333333,4.0,Non-Compliant
PO-00340,Alpha_Inc,2023-08-07,2023-08-25,Electronics,Pending,387,100.28,85.54,5.0,Yes,Delivered,14.739999999999995,33103.98,0.012919896640826873,18.0,Compliant
PO-00341,Alpha_Inc,2022-09-10,2022-09-19,MRO,Pending,921,68.83,59.13,22.0,Yes,Delivered,9.699999999999996,54458.73,0.023887079261672096,9.0,Compliant
PO-00342,Beta_Supplies,2023-08-16,2023-08-30,MRO,Delivered,690,22.47,21.94,77.0,Yes,Delivered,0.5299999999999976,15138.6,0.11159420289855072,14.0,Compliant
PO-00343,Alpha_Inc,2023-09-01,2023-09-21,Office Supplies,Cancelled,1852,104.04,94.89,36.0,Yes,Delivered,9.150000000000006,175736.28,0.019438444924406047,20.0,Compliant
PO-00344,Delta_Logistics,2022-02-10,2022-02-28,Electronics,Delivered,522,66.83,58.01,74.0,Yes,Delivered,8.82,30281.219999999998,0.1417624521072797,18.0,Compliant
PO-00345,Delta_Logistics,2023-09-27,2023-10-06,Electronics,Delivered,200,44.16,43.13,21.0,Yes,Delivered,1.029999999999994,8626.0,0.105,9.0,Compliant
PO-00346,Gamma_Co,2022-03-25,2022-04-03,Packaging,Delivered,1488,22.76,21.99,0.0,Yes,Delivered,0.7700000000000031,32721.12,0.0,9.0,Compliant
PO-00347,Epsilon_Group,2023-03-06,2023-03-16,Electronics,Delivered,1371,87.16,78.13,43.0,Yes,Delivered,9.030000000000001,107116.23,0.031363967906637494,10.0,Compliant
PO-00348,Alpha_Inc,2023-11-05,,Office Supplies,Delivered,1684,73.05,62.53,0.0,Yes,Not Delivered,10.519999999999996,105300.52,0.0,,Compliant
PO-00349,Epsilon_Group,2023-08-21,2023-08-27,Electronics,Delivered,312,63.52,58.09,0.0,Yes,Delivered,5.43,18124.08,0.0,6.0,Compliant
PO-00350,Alpha_Inc,2023-08-02,2023-08-21,Packaging,Cancelled,1837,99.04,86.51,39.0,Yes,Delivered,12.530000000000001,158918.87,0.021230266739248774,19.0,Compliant
PO-00351,Beta_Supplies,2023-06-20,2023-06-23,MRO,Delivered,193,87.86,81.74,21.0,Yes,Delivered,6.1200000000000045,15775.82,0.10880829015544041,3.0,Compliant
PO-00352,Beta_Supplies,2022-11-20,2022-11-21,Electronics,Delivered,395,24.83,23.96,31.0,Yes,Delivered,0.8699999999999974,9464.2,0.07848101265822785,1.0,Compliant
PO-00353,Epsilon_Group,2022-09-25,2022-10-12,Electronics,Cancelled,673,39.58,35.83,25.0,Yes,Delivered,3.75,24113.59,0.03714710252600297,17.0,Compliant
PO-00354,Delta_Logistics,2022-07-29,2022-08-12,Office Supplies,Cancelled,1066,33.33,28.47,162.0,No,Delivered,4.859999999999999,30349.02,0.15196998123827393,14.0,Non-Compliant
PO-00355,Gamma_Co,2023-11-17,2023-11-23,Packaging,Delivered,1645,85.42,80.78,73.0,No,Delivered,4.640000000000001,132883.1,0.04437689969604863,6.0,Non-Compliant
PO-00356,Alpha_Inc,2022-11-18,2022-11-29,Electronics,Delivered,930,13.67,11.95,16.0,Yes,Delivered,1.7200000000000006,11113.5,0.017204301075268817,11.0,Compliant
PO-00357,Alpha_Inc,2022-09-02,2022-09-21,Office Supplies,Delivered,51,63.74,56.1,0.0,Yes,Delivered,7.640000000000001,2861.1,0.0,19.0,Compliant
PO-00358,Gamma_Co,2022-09-29,2022-10-01,Packaging,Delivered,946,81.77,71.65,55.0,Yes,Delivered,10.11999999999999,67780.90000000001,0.05813953488372093,2.0,Compliant
PO-00359,Epsilon_Group,2023-02-10,2023-03-02,Raw Materials,Partially Delivered,1377,94.69,84.2,0.0,Yes,Delivered,10.489999999999995,115943.40000000001,0.0,20.0,Compliant
PO-00360,Epsilon_Group,2022-05-15,2022-05-18,Packaging,Cancelled,303,41.6,40.51,11.0,Yes,Delivered,1.0900000000000034,12274.529999999999,0.036303630363036306,3.0,Compliant
PO-00361,Alpha_Inc,2023-11-19,2023-12-03,Raw Materials,Delivered,1725,93.14,79.62,24.0,Yes,Delivered,13.519999999999996,137344.5,0.01391304347826087,14.0,Compliant
PO-00362,Beta_Supplies,2023-10-23,2023-11-07,Raw Materials,Cancelled,502,22.05,20.65,50.0,No,Delivered,1.4000000000000021,10366.3,0.099601593625498,15.0,Non-Compliant
PO-00363,Gamma_Co,2022-11-04,2022-11-11,Packaging,Delivered,1110,90.49,80.03,61.0,Yes,Delivered,10.459999999999994,88833.3,0.054954954954954956,7.0,Compliant
PO-00364,Alpha_Inc,2023-04-14,2023-04-18,Packaging,Delivered,1233,23.08,20.57,0.0,Yes,Delivered,2.509999999999998,25362.81,0.0,4.0,Compliant
PO-00365,Beta_Supplies,2022-11-20,2022-11-24,Office Supplies,Delivered,1064,48.04,43.6,94.0,Yes,Delivered,4.439999999999998,46390.4,0.08834586466165413,4.0,Compliant
PO-00366,Epsilon_Group,2022-03-16,2022-04-04,Packaging,Partially Delivered,58,82.57,76.55,0.0,Yes,Delivered,6.019999999999996,4439.9,0.0,19.0,Compliant
PO-00367,Beta_Supplies,2022-01-10,2022-01-20,MRO,Delivered,1306,23.49,20.17,116.0,No,Delivered,3.3199999999999967,26342.02,0.0888208269525268,10.0,Non-Compliant
PO-00368,Delta_Logistics,2023-04-15,2023-04-28,Electronics,Delivered,1172,32.93,29.28,0.0,No,Delivered,3.6499999999999986,34316.16,0.0,13.0,Non-Compliant
PO-00369,Alpha_Inc,2023-09-29,,Packaging,Delivered,1732,82.5,71.71,24.0,Yes,Not Delivered,10.790000000000006,124201.71999999999,0.013856812933025405,,Compliant
PO-00370,Gamma_Co,2023-07-31,2023-08-07,Raw Materials,Delivered,865,81.54,71.59,39.0,Yes,Delivered,9.950000000000003,61925.350000000006,0.04508670520231214,7.0,Compliant
PO-00371,Beta_Supplies,2022-04-13,2022-04-20,Raw Materials,Delivered,257,68.72,66.92,22.0,Yes,Delivered,1.7999999999999972,17198.44,0.08560311284046693,7.0,Compliant
PO-00372,Epsilon_Group,2022-03-17,2022-03-26,Packaging,Delivered,1204,73.18,67.59,31.0,Yes,Delivered,5.590000000000003,81378.36,0.02574750830564784,9.0,Compliant
PO-00373,Beta_Supplies,2023-07-05,2023-07-09,Electronics,Partially Delivered,453,64.14,60.18,51.0,Yes,Delivered,3.960000000000001,27261.54,0.11258278145695365,4.0,Compliant
PO-00374,Epsilon_Group,2022-08-07,2022-08-21,Electronics,Delivered,201,33.81,32.54,3.0,Yes,Delivered,1.2700000000000031,6540.54,0.014925373134328358,14.0,Compliant
PO-00375,Delta_Logistics,2023-06-03,2023-06-16,Office Supplies,Delivered,103,44.61,42.88,10.0,Yes,Delivered,1.7299999999999969,4416.64,0.0970873786407767,13.0,Compliant
PO-00376,Epsilon_Group,2022-09-29,2022-10-07,Office Supplies,Delivered,1193,27.4,27.09,0.0,Yes,Delivered,0.3099999999999987,32318.37,0.0,8.0,Compliant
PO-00377,Gamma_Co,2022-05-16,2022-05-28,Office Supplies,Partially Delivered,1746,93.6,89.81,85.0,Yes,Delivered,3.789999999999992,156808.26,0.04868270332187858,12.0,Compliant
PO-00378,Delta_Logistics,2022-12-24,2022-12-26,Electronics,Delivered,1993,65.94,59.36,0.0,Yes,Delivered,6.579999999999998,118304.48,0.0,2.0,Compliant
PO-00379,Beta_Supplies,2022-03-12,2022-03-27,Raw Materials,Delivered,677,46.54,43.11,0.0,No,Delivered,3.4299999999999997,29185.47,0.0,15.0,Non-Compliant
PO-00380,Alpha_Inc,2022-09-08,,Office Supplies,Pending,636,53.64,49.23,18.0,Yes,Not Delivered,4.410000000000004,31310.28,0.02830188679245283,,Compliant
PO-00381,Epsilon_Group,2023-01-14,2023-02-02,Packaging,Delivered,1698,100.97,98.73,52.0,Yes,Delivered,2.239999999999995,167643.54,0.030624263839811542,19.0,Compliant
PO-00382,Gamma_Co,2022-10-19,2022-11-01,Office Supplies,Delivered,1493,24.87,22.89,56.0,Yes,Delivered,1.9800000000000004,34174.770000000004,0.03750837240455459,13.0,Compliant
PO-00383,Alpha_Inc,2022-06-11,2022-06-25,Packaging,Delivered,1495,64.33,58.18,26.0,Yes,Delivered,6.149999999999999,86979.1,0.017391304347826087,14.0,Compliant
PO-00384,Alpha_Inc,2023-03-25,2023-04-07,Packaging,Cancelled,153,59.42,52.0,3.0,Yes,Delivered,7.420000000000002,7956.0,0.0196078431372549,13.0,Compliant
PO-00385,Delta_Logistics,2023-07-11,2023-07-22,Raw Materials,Cancelled,1925,70.88,63.41,292.0,Yes,Delivered,7.469999999999999,122064.25,0.15168831168831168,11.0,Compliant
PO-00386,Beta_Supplies,2023-12-22,2024-01-11,Packaging,Delivered,303,12.97,11.42,0.0,No,Delivered,1.5500000000000007,3460.2599999999998,0.0,20.0,Non-Compliant
PO-00387,Alpha_Inc,2022-11-06,2022-11-18,Office Supplies,Delivered,1300,92.92,90.63,0.0,Yes,Delivered,2.2900000000000063,117819.0,0.0,12.0,Compliant
PO-00388,Gamma_Co,2023-09-19,2023-09-23,Raw Materials,Delivered,1185,103.28,99.05,0.0,Yes,Delivered,4.230000000000004,117374.25,0.0,4.0,Compliant
PO-00389,Epsilon_Group,2023-11-01,2023-11-20,Raw Materials,Delivered,559,67.56,57.98,15.0,Yes,Delivered,9.580000000000005,32410.82,0.026833631484794274,19.0,Compliant
PO-00390,Epsilon_Group,2023-06-26,2023-06-29,Electronics,Pending,1546,78.88,78.0,38.0,Yes,Delivered,0.8799999999999955,120588.0,0.02457956015523933,3.0,Compliant
PO-00391,Epsilon_Group,2022-01-09,2022-01-19,Packaging,Delivered,148,93.02,85.96,4.0,Yes,Delivered,7.060000000000002,12722.08,0.02702702702702703,10.0,Compliant
PO-00392,Delta_Logistics,2023-11-15,2023-11-23,Office Supplies,Delivered,202,81.75,78.26,37.0,No,Delivered,3.489999999999995,15808.52,0.18316831683168316,8.0,Non-Compliant
PO-00393,Gamma_Co,2023-07-22,2023-07-28,Packaging,Delivered,1934,25.86,25.6,78.0,Yes,Delivered,0.259999999999998,49510.4,0.04033092037228542,6.0,Compliant
PO-00394,Alpha_Inc,2022-11-03,2022-11-07,Office Supplies,Delivered,963,64.96,64.07,20.0,Yes,Delivered,0.8900000000000006,61699.409999999996,0.020768431983385256,4.0,Compliant
PO-00395,Gamma_Co,2023-11-11,2023-11-18,MRO,Delivered,1969,71.71,61.96,0.0,Yes,Delivered,9.749999999999993,121999.24,0.0,7.0,Compliant
PO-00396,Delta_Logistics,2022-04-17,,Electronics,Delivered,927,48.89,46.05,138.0,Yes,Not Delivered,2.8400000000000034,42688.35,0.1488673139158576,,Compliant
PO-00397,Delta_Logistics,2022-05-18,2022-05-23,Raw Materials,Cancelled,387,77.81,69.04,67.0,Yes,Delivered,8.769999999999996,26718.480000000003,0.1731266149870801,5.0,Compliant
PO-00398,Beta_Supplies,2022-09-28,2022-10-03,Electronics,Delivered,1779,97.86,94.36,176.0,Yes,Delivered,3.5,167866.44,0.09893198426082069,5.0,Compliant
PO-00399,Gamma_Co,2022-04-29,2022-05-05,MRO,Pending,871,94.7,92.66,46.0,Yes,Delivered,2.0400000000000063,80706.86,0.05281285878300804,6.0,Compliant
PO-00400,Epsilon_Group,2022-04-20,2022-04-23,Electronics,Delivered,1236,51.33,44.03,25.0,Yes,Delivered,7.299999999999997,54421.08,0.020226537216828478,3.0,Compliant
PO-00401,Delta_Logistics,2023-07-21,2023-08-06,Electronics,Delivered,1793,22.01,21.78,285.0,Yes,Delivered,0.23000000000000043,39051.54,0.15895147796988288,16.0,Compliant
PO-00402,Delta_Logistics,2022-06-09,2022-06-28,MRO,Delivered,1006,101.1,89.04,139.0,Yes,Delivered,12.059999999999988,89574.24,0.13817097415506957,19.0,Compliant
PO-00403,Beta_Supplies,2022-10-06,2022-10-21,Electronics,Cancelled,1754,89.35,86.54,161.0,No,Delivered,2.809999999999988,151791.16,0.09179019384264538,15.0,Non-Compliant
PO-00404,Epsilon_Group,2022-10-16,2022-11-04,Electronics,Delivered,210,22.17,21.32,10.0,Yes,Delivered,0.8500000000000014,4477.2,0.047619047619047616,19.0,Compliant
PO-00405,Delta_Logistics,2023-09-12,2023-10-02,MRO,Delivered,1653,102.16,91.91,217.0,Yes,Delivered,10.25,151927.22999999998,0.13127646702964307,20.0,Compliant
PO-00406,Alpha_Inc,2022-08-04,2022-08-15,MRO,Partially Delivered,850,91.38,88.41,24.0,Yes,Delivered,2.969999999999999,75148.5,0.02823529411764706,11.0,Compliant
PO-00407,Epsilon_Group,2022-12-18,2022-12-21,Raw Materials,Delivered,447,59.81,57.92,13.0,Yes,Delivered,1.8900000000000006,25890.24,0.029082774049217,3.0,Compliant
PO-00408,Gamma_Co,2022-07-28,2022-08-07,Office Supplies,Delivered,1350,65.11,56.95,71.0,Yes,Delivered,8.159999999999997,76882.5,0.052592592592592594,10.0,Compliant
PO-00409,Beta_Supplies,2023-12-05,2023-12-24,Office Supplies,Delivered,865,51.19,47.76,83.0,Yes,Delivered,3.4299999999999997,41312.4,0.09595375722543352,19.0,Compliant
PO-00410,Alpha_Inc,2023-10-12,2023-10-29,MRO,Delivered,1989,16.5,15.89,57.0,Yes,Delivered,0.6099999999999994,31605.210000000003,0.02865761689291101,17.0,Compliant
PO-00411,Alpha_Inc,2022-09-28,2022-10-13,Office Supplies,Delivered,1577,41.77,39.58,32.0,Yes,Delivered,2.190000000000005,62417.659999999996,0.020291693088142042,15.0,Compliant
PO-00412,Gamma_Co,2023-06-02,2023-06-04,Packaging,Pending,1969,89.25,87.28,108.0,No,Delivered,1.9699999999999989,171854.32,0.05485017775520569,2.0,Non-Compliant
PO-00413,Beta_Supplies,2023-05-16,2023-05-26,Packaging,Partially Delivered,1465,11.25,9.61,151.0,Yes,Delivered,1.6400000000000006,14078.65,0.10307167235494881,10.0,Compliant
PO-00414,Delta_Logistics,2022-09-15,2022-09-18,Packaging,Pending,1208,41.62,39.46,0.0,Yes,Delivered,2.1599999999999966,47667.68,0.0,3.0,Compliant
PO-00415,Beta_Supplies,2022-02-22,2022-03-11,Raw Materials,Delivered,1268,46.06,45.26,123.0,Yes,Delivered,0.8000000000000043,57389.68,0.09700315457413249,17.0,Compliant
PO-00416,Delta_Logistics,2022-04-05,2022-04-24,Office Supplies,Delivered,450,59.24,55.03,68.0,No,Delivered,4.210000000000001,24763.5,0.1511111111111111,19.0,Non-Compliant
PO-00417,Gamma_Co,2023-10-12,2023-10-14,Electronics,Partially Delivered,689,102.53,95.23,38.0,Yes,Delivered,7.299999999999997,65613.47,0.055152394775036286,2.0,Compliant
PO-00418,Gamma_Co,2023-03-10,2023-03-29,MRO,Delivered,1106,44.05,38.6,51.0,Yes,Delivered,5.449999999999996,42691.6,0.0461121157323689,19.0,Compliant
PO-00419,Alpha_Inc,2022-10-11,2022-10-22,Office Supplies,Delivered,737,43.08,42.58,21.0,Yes,Delivered,0.5,31381.46,0.028493894165535955,11.0,Compliant
PO-00420,Alpha_Inc,2022-02-15,2022-03-04,Raw Materials,Delivered,509,76.76,74.72,7.0,No,Delivered,2.0400000000000063,38032.479999999996,0.0137524557956778,17.0,Non-Compliant
PO-00421,Alpha_Inc,2022-01-04,2022-01-06,Electronics,Delivered,1004,50.7,46.59,27.0,Yes,Delivered,4.109999999999999,46776.36,0.026892430278884463,2.0,Compliant
PO-00422,Gamma_Co,2022-12-08,2022-12-19,MRO,Pending,1956,31.88,28.48,86.0,Yes,Delivered,3.3999999999999986,55706.88,0.04396728016359918,11.0,Compliant
PO-00423,Delta_Logistics,2022-05-14,,Electronics,Delivered,519,51.73,47.52,81.0,No,Not Delivered,4.209999999999994,24662.88,0.15606936416184972,,Non-Compliant
PO-00424,Gamma_Co,2023-10-15,2023-10-21,MRO,Partially Delivered,1448,25.06,21.62,84.0,Yes,Delivered,3.4399999999999977,31305.760000000002,0.058011049723756904,6.0,Compliant
PO-00425,Gamma_Co,2022-09-26,2022-10-11,Packaging,Delivered,1095,26.91,23.75,53.0,Yes,Delivered,3.16,26006.25,0.048401826484018265,15.0,Compliant
PO-00426,Alpha_Inc,2022-06-15,,MRO,Delivered,799,56.22,49.51,18.0,Yes,Not Delivered,6.710000000000001,39558.49,0.02252816020025031,,Compliant
PO-00427,Beta_Supplies,2023-03-29,2023-04-18,MRO,Partially Delivered,1743,51.04,47.15,160.0,Yes,Delivered,3.8900000000000006,82182.45,0.09179575444635686,20.0,Compliant
PO-00428,Alpha_Inc,2023-07-19,2023-07-31,Raw Materials,Delivered,87,100.65,85.56,1.0,Yes,Delivered,15.090000000000003,7443.72,0.011494252873563218,12.0,Compliant
PO-00429,Beta_Supplies,2023-12-24,,Raw Materials,Delivered,279,47.52,46.5,28.0,No,Not Delivered,1.0200000000000031,12973.5,0.1003584229390681,,Non-Compliant
PO-00430,Delta_Logistics,2023-03-14,2023-03-25,Raw Materials,Delivered,1438,66.61,58.5,237.0,Yes,Delivered,8.11,84123.0,0.16481223922114047,11.0,Compliant
PO-00431,Delta_Logistics,2023-07-29,2023-07-31,Office Supplies,Partially Delivered,612,72.93,63.32,99.0,Yes,Delivered,9.610000000000007,38751.840000000004,0.16176470588235295,2.0,Compliant
PO-00432,Epsilon_Group,2022-01-10,2022-01-21,Packaging,Pending,487,11.18,10.63,15.0,Yes,Delivered,0.5499999999999989,5176.81,0.030800821355236138,11.0,Compliant
PO-00433,Epsilon_Group,2022-04-25,2022-04-29,Packaging,Partially Delivered,1849,70.76,69.25,51.0,Yes,Delivered,1.5100000000000051,128043.25,0.027582477014602487,4.0,Compliant
PO-00434,Epsilon_Group,2022-03-19,2022-04-01,MRO,Partially Delivered,1356,26.28,25.44,47.0,Yes,Delivered,0.8399999999999999,34496.64,0.03466076696165192,13.0,Compliant
PO-00435,Delta_Logistics,2023-12-09,2023-12-29,Raw Materials,Delivered,76,107.59,96.33,10.0,Yes,Delivered,11.260000000000005,7321.08,0.13157894736842105,20.0,Compliant
PO-00436,Alpha_Inc,2022-06-02,2022-06-13,Packaging,Partially Delivered,275,23.96,20.44,0.0,Yes,Delivered,3.5199999999999996,5621.0,0.0,11.0,Compliant
PO-00437,Alpha_Inc,2023-07-13,2023-07-18,Packaging,Delivered,1350,51.57,48.07,0.0,Yes,Delivered,3.5,64894.5,0.0,5.0,Compliant
PO-00438,Alpha_Inc,2022-02-06,,MRO,Delivered,847,17.77,17.39,0.0,Yes,Not Delivered,0.379999999999999,14729.33,0.0,,Compliant
PO-00439,Gamma_Co,2023-01-14,2023-01-27,MRO,Delivered,1682,105.7,101.3,94.0,Yes,Delivered,4.400000000000006,170386.6,0.0558858501783591,13.0,Compliant
PO-00440,Epsilon_Group,2023-08-20,2023-08-23,Electronics,Delivered,333,60.44,58.54,8.0,Yes,Delivered,1.8999999999999986,19493.82,0.024024024024024024,3.0,Compliant
PO-00441,Alpha_Inc,2023-07-20,2023-08-02,Electronics,Cancelled,928,69.31,67.26,20.0,Yes,Delivered,2.049999999999997,62417.280000000006,0.021551724137931036,13.0,Compliant
PO-00442,Epsilon_Group,2022-06-01,2022-06-12,MRO,Partially Delivered,1009,16.44,16.18,0.0,Yes,Delivered,0.26000000000000156,16325.619999999999,0.0,11.0,Compliant
PO-00443,Epsilon_Group,2023-03-17,2023-04-03,Electronics,Pending,1554,82.92,74.82,44.0,Yes,Delivered,8.100000000000009,116270.27999999998,0.028314028314028315,17.0,Compliant
